WELL,CONJPOS,CONIPOS,CONBPRES,SWAT,PRESSURE,WELLMODEL,DEPTH,DRAWDOWN,CONKPOS,DATE,SGAS,CONIDX
R_A3,41,29,299.7778015136719,0.601466715335846,299.7778015136719,STANDARD,1628.0269775390625,0,15,2018-01-01,0.0,16
R_A3,41,29,299.904541015625,0.8087259531021118,299.904541015625,STANDARD,1629.917236328125,0,16,2018-01-01,0.0,17
R_A3,41,29,299.9664306640625,0.7807467579841614,299.9664306640625,STANDARD,1630.840576171875,0,17,2018-01-01,0.0,18
R_A3,41,29,300.1036071777344,1.0,300.1036071777344,STANDARD,1632.8868408203125,0,26,2018-01-01,0.0,19
R_A3,41,29,300.35552978515625,0.07491932809352875,300.35552978515625,STANDARD,1636.644287109375,0,27,2018-01-01,0.0,20
R_A3,41,29,300.6074523925781,0.0514075830578804,300.6074523925781,STANDARD,1640.4017333984375,0,28,2018-01-01,0.0,21
R_A3,41,29,300.8594055175781,0.6481541991233826,300.8594055175781,STANDARD,1644.1591796875,0,29,2018-01-01,0.0,22
R_A3,41,29,301.11138916015625,0.06048969924449921,301.11138916015625,STANDARD,1647.9166259765625,0,30,2018-01-01,0.0,23
R_A4,52,30,299.8642578125,0.050962895154953,299.8642578125,STANDARD,1629.31640625,0,1,2018-01-01,0.0,1
R_A4,52,31,299.67266845703125,0.04949831962585449,299.67266845703125,STANDARD,1626.458740234375,0,1,2018-01-01,0.0,2
R_A4,52,31,299.8070983886719,0.05081262066960335,299.8070983886719,STANDARD,1628.4638671875,0,2,2018-01-01,0.0,3
R_A4,52,31,299.9415283203125,0.052909910678863525,299.9415283203125,STANDARD,1630.468994140625,0,3,2018-01-01,0.0,4
R_A4,52,31,300.075927734375,0.05525069311261177,300.075927734375,STANDARD,1632.4739990234375,0,4,2018-01-01,0.0,5
R_A4,52,31,300.2103576660156,0.059829309582710266,300.2103576660156,STANDARD,1634.4791259765625,0,5,2018-01-01,0.0,6
R_A4,52,32,300.2454528808594,0.058816973119974136,300.2454528808594,STANDARD,1635.00244140625,0,5,2018-01-01,0.0,7
R_A4,51,32,300.2085266113281,0.05841821804642677,300.2085266113281,STANDARD,1634.45166015625,0,5,2018-01-01,0.0,8
R_A4,51,33,300.4277648925781,0.05927877500653267,300.4277648925781,STANDARD,1637.721435546875,0,5,2018-01-01,0.0,9
R_A4,51,33,300.3067321777344,0.06146256998181343,300.3067321777344,STANDARD,1635.91650390625,0,4,2018-01-01,0.0,10
R_A4,50,33,300.4483337402344,0.06230158358812332,300.4483337402344,STANDARD,1638.028564453125,0,4,2018-01-01,0.0,11
R_A4,50,34,300.5998840332031,0.06293606013059616,300.5998840332031,STANDARD,1640.2886962890625,0,4,2018-01-01,0.0,12
R_A4,50,34,300.4784240722656,0.09386047720909119,300.4784240722656,STANDARD,1638.47705078125,0,3,2018-01-01,0.0,13
R_A4,50,35,300.9607238769531,0.10982296615839005,300.9607238769531,STANDARD,1645.670166015625,0,3,2018-01-01,0.0,14
R_A4,50,35,300.84552001953125,0.24370749294757843,300.84552001953125,STANDARD,1643.9517822265625,0,2,2018-01-01,0.0,15
R_A4,50,35,300.73028564453125,0.24003718793392181,300.73028564453125,STANDARD,1642.2335205078125,0,1,2018-01-01,0.0,16
R_A4,49,35,300.7530212402344,0.23724809288978577,300.7530212402344,STANDARD,1642.57275390625,0,1,2018-01-01,0.0,17
R_A4,49,36,300.7275085449219,0.07751072198152542,300.7275085449219,STANDARD,1642.19189453125,0,28,2018-01-01,0.0,18
R_A4,49,36,301.1471862792969,0.7430627346038818,301.1471862792969,STANDARD,1648.4505615234375,0,29,2018-01-01,0.0,19
R_A4,48,36,300.7596740722656,0.8442176580429077,300.7596740722656,STANDARD,1642.6717529296875,0,29,2018-01-01,0.0,20
R_A4,48,37,301.14642333984375,0.6481541991233826,301.14642333984375,STANDARD,1648.439208984375,0,29,2018-01-01,0.0,21
R_A4,48,38,301.2890625,0.6481541991233826,301.2890625,STANDARD,1650.5660400390625,0,29,2018-01-01,0.0,22
R_A4,47,38,301.5207214355469,0.1555846780538559,301.5207214355469,STANDARD,1654.020263671875,0,29,2018-01-01,0.0,23
R_A5,20,31,303.83306884765625,1.0,303.83306884765625,STANDARD,1684.910400390625,0,1,2018-01-01,0.0,1
R_A5,20,31,304.0606689453125,1.0,304.0606689453125,STANDARD,1687.3121337890625,0,2,2018-01-01,0.0,2
R_A5,20,31,304.28826904296875,1.0,304.28826904296875,STANDARD,1689.7139892578125,0,3,2018-01-01,0.0,3
R_A5,20,31,304.5158996582031,1.0,304.5158996582031,STANDARD,1692.11572265625,0,4,2018-01-01,0.0,4
R_A5,20,31,304.7434997558594,1.0,304.7434997558594,STANDARD,1694.517578125,0,5,2018-01-01,0.0,5
R_A5,20,31,304.9710998535156,1.0,304.9710998535156,STANDARD,1696.91943359375,0,6,2018-01-01,0.0,6
R_A5,20,31,305.5045166015625,1.0,305.5045166015625,STANDARD,1699.3212890625,0,7,2018-01-01,0.0,7
R_A5,20,31,306.0834655761719,1.0,306.0834655761719,STANDARD,1708.6556396484375,0,11,2018-01-01,0.0,8
R_A5,21,31,305.13677978515625,1.0,305.13677978515625,STANDARD,1698.666259765625,0,11,2018-01-01,0.0,9
R_A5,21,31,305.3323059082031,1.0,305.3323059082031,STANDARD,1700.7296142578125,0,12,2018-01-01,0.0,10
R_A5,21,31,305.5398254394531,1.0,305.5398254394531,STANDARD,1702.79296875,0,13,2018-01-01,0.0,11
R_A5,21,31,305.7353820800781,1.0,305.7353820800781,STANDARD,1704.8563232421875,0,14,2018-01-01,0.0,12
R_A5,21,31,305.930908203125,1.0,305.930908203125,STANDARD,1706.919677734375,0,15,2018-01-01,0.0,13
R_A5,21,31,306.271484375,1.0,306.271484375,STANDARD,1708.983154296875,0,16,2018-01-01,0.0,14
R_A5,21,31,306.467041015625,1.0,306.467041015625,STANDARD,1711.0465087890625,0,17,2018-01-01,0.0,15
R_A5,21,31,306.6531066894531,1.0,306.6531066894531,STANDARD,1713.0098876953125,0,18,2018-01-01,0.0,16
R_A5,21,31,306.7710266113281,1.0,306.7710266113281,STANDARD,1714.2540283203125,0,19,2018-01-01,0.0,17
R_A5,21,31,306.7762451171875,1.0,306.7762451171875,STANDARD,1715.966796875,0,26,2018-01-01,0.0,18
R_A5,21,31,307.0057373046875,1.0,307.0057373046875,STANDARD,1718.38818359375,0,27,2018-01-01,0.0,19
R_A5,21,31,307.541015625,1.0,307.541015625,STANDARD,1720.8095703125,0,28,2018-01-01,0.0,20
R_A5,21,31,307.7705078125,1.0,307.7705078125,STANDARD,1723.23095703125,0,29,2018-01-01,0.0,21
R_A5,21,31,308.0,1.0,308.0,STANDARD,1725.65234375,0,30,2018-01-01,0.0,22
R_A6,42,17,305.0714111328125,1.0,305.0714111328125,STANDARD,1694.7510986328125,0,1,2018-01-01,0.0,1
R_A6,42,17,305.2168273925781,1.0,305.2168273925781,STANDARD,1696.285400390625,0,2,2018-01-01,0.0,2
R_A6,42,17,305.3622131347656,1.0,305.3622131347656,STANDARD,1697.8197021484375,0,3,2018-01-01,0.0,3
R_A6,42,17,305.5075988769531,1.0,305.5075988769531,STANDARD,1699.35400390625,0,4,2018-01-01,0.0,4
R_A6,42,17,305.65301513671875,1.0,305.65301513671875,STANDARD,1700.88818359375,0,5,2018-01-01,0.0,5
R_A6,42,17,305.79840087890625,1.0,305.79840087890625,STANDARD,1702.4224853515625,0,6,2018-01-01,0.0,6
R_A6,42,17,305.644775390625,1.0,305.644775390625,STANDARD,1703.9566650390625,0,7,2018-01-01,0.0,7
R_A6,42,17,305.7901611328125,1.0,305.7901611328125,STANDARD,1705.490966796875,0,8,2018-01-01,0.0,8
R_A6,42,17,306.234619140625,1.0,306.234619140625,STANDARD,1707.0252685546875,0,9,2018-01-01,0.0,9
R_A6,42,17,306.0742492675781,1.0,306.0742492675781,STANDARD,1708.5595703125,0,10,2018-01-01,0.0,10
R_A6,42,17,306.25665283203125,1.0,306.25665283203125,STANDARD,1710.483154296875,0,11,2018-01-01,0.0,11
R_A6,42,17,306.4758605957031,1.0,306.4758605957031,STANDARD,1712.7960205078125,0,12,2018-01-01,0.0,12
R_A6,42,17,306.70703125,1.0,306.70703125,STANDARD,1715.10888671875,0,13,2018-01-01,0.0,13
R_A6,42,17,306.9262390136719,1.0,306.9262390136719,STANDARD,1717.421875,0,14,2018-01-01,0.0,14
R_A6,42,17,307.14544677734375,1.0,307.14544677734375,STANDARD,1719.7347412109375,0,15,2018-01-01,0.0,15
R_A6,42,17,307.5096435546875,1.0,307.5096435546875,STANDARD,1722.047607421875,0,16,2018-01-01,0.0,16
R_A6,42,17,307.7288818359375,1.0,307.7288818359375,STANDARD,1724.360595703125,0,17,2018-01-01,0.0,17
R_A6,42,17,307.868896484375,1.0,307.868896484375,STANDARD,1725.838134765625,0,18,2018-01-01,0.0,18
R_A6,42,17,307.8231506347656,1.0,307.8231506347656,STANDARD,1727.0128173828125,0,26,2018-01-01,0.0,19
R_A6,42,17,308.2907409667969,1.0,308.2907409667969,STANDARD,1728.719970703125,0,27,2018-01-01,0.0,20
R_A6,42,17,308.4525451660156,1.0,308.4525451660156,STANDARD,1730.4273681640625,0,28,2018-01-01,0.0,21
R_A6,42,17,308.6143798828125,1.0,308.6143798828125,STANDARD,1732.1346435546875,0,29,2018-01-01,0.0,22
R_A6,42,17,308.47039794921875,1.0,308.47039794921875,STANDARD,1733.841796875,0,30,2018-01-01,0.0,23
R_A2,30,22,298.97900390625,0.05596156045794487,298.97900390625,STANDARD,1639.0733642578125,0,1,2018-03-01,0.0,1
R_A2,30,22,299.10137939453125,0.057884544134140015,299.10137939453125,STANDARD,1640.8992919921875,0,2,2018-03-01,0.0,2
R_A2,30,22,299.2237243652344,0.06151074543595314,299.2237243652344,STANDARD,1642.7252197265625,0,3,2018-03-01,0.0,3
R_A2,30,22,299.3460998535156,0.06642531603574753,299.3460998535156,STANDARD,1644.55126953125,0,4,2018-03-01,0.0,4
R_A2,30,22,299.468505859375,0.06802798807621002,299.468505859375,STANDARD,1646.3773193359375,0,5,2018-03-01,0.0,5
R_A2,30,22,299.5909423828125,0.11125028133392334,299.5909423828125,STANDARD,1648.2032470703125,0,6,2018-03-01,0.0,6
R_A2,30,22,299.716552734375,0.6539225578308105,299.716552734375,STANDARD,1650.029296875,0,7,2018-03-01,0.0,7
R_A2,30,22,299.85198974609375,0.8705126047134399,299.85198974609375,STANDARD,1651.855224609375,0,8,2018-03-01,0.0,8
R_A2,30,22,299.9825439453125,0.8985767960548401,299.9825439453125,STANDARD,1653.6812744140625,0,9,2018-03-01,0.0,9
R_A2,30,22,300.32208251953125,0.9029582142829895,300.32208251953125,STANDARD,1655.5072021484375,0,10,2018-03-01,0.0,10
R_A2,30,22,300.85736083984375,0.07614171504974365,300.85736083984375,STANDARD,1657.470703125,0,11,2018-03-01,0.0,11
R_A2,30,22,300.9992980957031,0.07102726399898529,300.9992980957031,STANDARD,1659.5718994140625,0,12,2018-03-01,0.0,12
R_A2,30,22,301.17822265625,0.46069028973579407,301.17822265625,STANDARD,1661.6729736328125,0,13,2018-03-01,0.0,13
R_A2,30,22,301.3197326660156,0.5108140707015991,301.3197326660156,STANDARD,1663.774169921875,0,14,2018-03-01,0.0,14
R_A2,30,22,301.4607849121094,0.9501309394836426,301.4607849121094,STANDARD,1665.875244140625,0,15,2018-03-01,0.0,15
R_A2,30,22,301.60198974609375,0.9610099196434021,301.60198974609375,STANDARD,1667.976318359375,0,16,2018-03-01,0.0,16
R_A2,30,22,301.7431335449219,0.9500076174736023,301.7431335449219,STANDARD,1670.0775146484375,0,17,2018-03-01,0.0,17
R_A2,30,22,301.87457275390625,0.9655937552452087,301.87457275390625,STANDARD,1672.03515625,0,18,2018-03-01,0.0,18
R_A2,30,22,302.2322998046875,1.0,302.2322998046875,STANDARD,1673.858154296875,0,26,2018-03-01,1.3249413027762065e-14,19
R_A2,30,22,302.2307434082031,0.7155250906944275,302.2307434082031,STANDARD,1675.583984375,0,27,2018-03-01,0.0,20
R_A2,29,22,302.916015625,1.0,302.916015625,STANDARD,1677.0523681640625,0,27,2018-03-01,-2.7577855397800752e-15,21
R_A2,29,22,302.7756652832031,1.0,302.7756652832031,STANDARD,1678.9144287109375,0,28,2018-03-01,-1.7156316709830504e-15,22
R_A2,29,22,302.94866943359375,1.0,302.94866943359375,STANDARD,1680.7764892578125,0,29,2018-03-01,-2.7594772170416726e-13,23
R_A2,29,22,303.3478698730469,1.0,303.3478698730469,STANDARD,1682.6385498046875,0,30,2018-03-01,-6.898612193309366e-16,24
R_A5,20,31,273.82635498046875,1.0,273.82635498046875,STANDARD,1684.910400390625,0,1,2018-04-28,3.04210324465759e-13,1
R_A5,20,31,274.0536804199219,1.0,274.0536804199219,STANDARD,1687.3121337890625,0,2,2018-04-28,4.349613659700158e-13,2
R_A5,20,31,274.2809753417969,1.0,274.2809753417969,STANDARD,1689.7139892578125,0,3,2018-04-28,4.711398372131415e-13,3
R_A5,20,31,274.50830078125,1.0,274.50830078125,STANDARD,1692.11572265625,0,4,2018-04-28,4.808559691919789e-13,4
R_A5,20,31,274.7356262207031,1.0,274.7356262207031,STANDARD,1694.517578125,0,5,2018-04-28,4.35636715503257e-13,5
R_A5,20,31,274.9629821777344,1.0,274.9629821777344,STANDARD,1696.91943359375,0,6,2018-04-28,3.7528720365706536e-13,6
R_A5,20,31,275.4996643066406,1.0,275.4996643066406,STANDARD,1699.3212890625,0,7,2018-04-28,4.190140276443726e-15,7
R_A5,20,31,266.3760681152344,1.0,266.3760681152344,STANDARD,1708.6556396484375,0,11,2018-04-28,1.4055960341236452e-14,8
R_A5,21,31,264.658447265625,1.0,264.658447265625,STANDARD,1698.666259765625,0,11,2018-04-28,-2.672861423565296e-14,9
R_A5,21,31,264.8682861328125,1.0,264.8682861328125,STANDARD,1700.7296142578125,0,12,2018-04-28,-1.7472297480364274e-14,10
R_A5,21,31,265.07647705078125,1.0,265.07647705078125,STANDARD,1702.79296875,0,13,2018-04-28,-6.075188701273003e-16,11
R_A5,21,31,265.272705078125,1.0,265.272705078125,STANDARD,1704.8563232421875,0,14,2018-04-28,-1.486431119961378e-15,12
R_A5,21,31,265.46868896484375,1.0,265.46868896484375,STANDARD,1706.919677734375,0,15,2018-04-28,-2.4306822737367906e-16,13
R_A5,21,31,265.8127136230469,1.0,265.8127136230469,STANDARD,1708.983154296875,0,16,2018-04-28,8.747745335914098e-17,14
R_A5,21,31,266.0127258300781,1.0,266.0127258300781,STANDARD,1711.0465087890625,0,17,2018-04-28,1.004328156699506e-16,15
R_A5,21,31,266.20098876953125,1.0,266.20098876953125,STANDARD,1713.0098876953125,0,18,2018-04-28,2.1412373513746033e-16,16
R_A5,21,31,266.3187561035156,1.0,266.3187561035156,STANDARD,1714.2540283203125,0,19,2018-04-28,0.0,17
R_A5,21,31,268.0970764160156,1.0,268.0970764160156,STANDARD,1715.966796875,0,26,2018-04-28,5.525417837571982e-14,18
R_A5,21,31,268.3258972167969,1.0,268.3258972167969,STANDARD,1718.38818359375,0,27,2018-04-28,3.8210188187332364e-14,19
R_A5,21,31,276.295166015625,1.0,276.295166015625,STANDARD,1720.8095703125,0,28,2018-04-28,1.2765903435131451e-20,20
R_A5,21,31,269.1098937988281,1.0,269.1098937988281,STANDARD,1723.23095703125,0,29,2018-04-28,3.9203593165962756e-17,21
R_A5,21,31,269.317138671875,1.0,269.317138671875,STANDARD,1725.65234375,0,30,2018-04-28,1.6149743998538835e-18,22
R_A3,41,28,291.69036865234375,0.17032507061958313,291.69036865234375,STANDARD,1610.947509765625,0,1,2018-07-03,0.0,1
R_A3,41,28,291.8288269042969,0.17941097915172577,291.8288269042969,STANDARD,1613.01806640625,0,2,2018-07-03,0.0,2
R_A3,41,28,291.96728515625,0.2021215856075287,291.96728515625,STANDARD,1615.088623046875,0,3,2018-07-03,0.0,3
R_A3,41,28,292.0866394042969,0.3876606822013855,292.0866394042969,STANDARD,1617.1591796875,0,4,2018-07-03,0.0,4
R_A3,41,28,292.11358642578125,0.2073652595281601,292.11358642578125,STANDARD,1619.229736328125,0,5,2018-07-03,0.0,5
R_A3,41,29,291.36767578125,0.8130022287368774,291.36767578125,STANDARD,1606.633544921875,0,5,2018-07-03,0.0,6
R_A3,41,29,291.440673828125,0.3355073928833008,291.440673828125,STANDARD,1608.667236328125,0,6,2018-07-03,0.0,7
R_A3,41,29,291.5733642578125,0.19653081893920898,291.5733642578125,STANDARD,1610.70068359375,0,7,2018-07-03,0.0,8
R_A3,41,29,291.7085266113281,0.17264100909233093,291.7085266113281,STANDARD,1612.7342529296875,0,8,2018-07-03,0.0,9
R_A3,41,29,291.8439025878906,0.22850851714611053,291.8439025878906,STANDARD,1614.767822265625,0,9,2018-07-03,0.0,10
R_A3,41,29,291.9731140136719,0.19759105145931244,291.9731140136719,STANDARD,1616.8013916015625,0,10,2018-07-03,0.0,11
R_A3,41,29,291.79150390625,0.049390099942684174,291.79150390625,STANDARD,1618.952392578125,0,11,2018-07-03,0.0,12
R_A3,41,29,291.9432678222656,0.05450928583741188,291.9432678222656,STANDARD,1621.2210693359375,0,12,2018-07-03,0.0,13
R_A3,41,29,292.0964050292969,0.37489476799964905,292.0964050292969,STANDARD,1623.48974609375,0,13,2018-07-03,0.0,14
R_A3,41,29,292.7675476074219,0.05499591678380966,292.7675476074219,STANDARD,1625.7584228515625,0,14,2018-07-03,0.0,15
R_A3,41,29,291.9944152832031,0.6027700901031494,291.9944152832031,STANDARD,1628.0269775390625,0,15,2018-07-03,0.0,16
R_A3,41,29,292.1519775390625,0.8083018064498901,292.1519775390625,STANDARD,1629.917236328125,0,16,2018-07-03,0.0,17
R_A3,41,29,292.215087890625,0.7803135514259338,292.215087890625,STANDARD,1630.840576171875,0,17,2018-07-03,0.0,18
R_A3,41,29,293.65655517578125,0.9999980330467224,293.65655517578125,STANDARD,1632.8868408203125,0,26,2018-07-03,0.0,19
R_A3,41,29,289.77020263671875,0.07512404769659042,289.77020263671875,STANDARD,1636.644287109375,0,27,2018-07-03,0.0,20
R_A3,41,29,290.0215148925781,0.05159841105341911,290.0215148925781,STANDARD,1640.4017333984375,0,28,2018-07-03,0.0,21
R_A3,41,29,290.2735595703125,0.6490524411201477,290.2735595703125,STANDARD,1644.1591796875,0,29,2018-07-03,0.0,22
R_A3,41,29,290.5252990722656,0.060792725533246994,290.5252990722656,STANDARD,1647.9166259765625,0,30,2018-07-03,0.0,23
R_A4,52,30,280.6832275390625,0.05098259821534157,280.6832275390625,STANDARD,1629.31640625,0,1,2018-09-12,0.0,1
R_A4,52,31,280.55743408203125,0.04955015704035759,280.55743408203125,STANDARD,1626.458740234375,0,1,2018-09-12,0.0,2
R_A4,52,31,280.69122314453125,0.05087219923734665,280.69122314453125,STANDARD,1628.4638671875,0,2,2018-09-12,0.0,3
R_A4,52,31,280.82501220703125,0.052974261343479156,280.82501220703125,STANDARD,1630.468994140625,0,3,2018-09-12,0.0,4
R_A4,52,31,280.95880126953125,0.05531758442521095,280.95880126953125,STANDARD,1632.4739990234375,0,4,2018-09-12,0.0,5
R_A4,52,31,281.09259033203125,0.05988799408078194,281.09259033203125,STANDARD,1634.4791259765625,0,5,2018-09-12,0.0,6
R_A4,52,32,281.1882629394531,0.058900244534015656,281.1882629394531,STANDARD,1635.00244140625,0,5,2018-09-12,0.0,7
R_A4,51,32,281.0825500488281,0.05855276808142662,281.0825500488281,STANDARD,1634.45166015625,0,5,2018-09-12,0.0,8
R_A4,51,33,281.3641052246094,0.05939488485455513,281.3641052246094,STANDARD,1637.721435546875,0,5,2018-09-12,0.0,9
R_A4,51,33,281.2436218261719,0.06173507869243622,281.2436218261719,STANDARD,1635.91650390625,0,4,2018-09-12,0.0,10
R_A4,50,33,281.2816162109375,0.06261128187179565,281.2816162109375,STANDARD,1638.028564453125,0,4,2018-09-12,0.0,11
R_A4,50,34,281.4888916015625,0.06391426920890808,281.4888916015625,STANDARD,1640.2886962890625,0,4,2018-09-12,0.0,12
R_A4,50,34,281.36798095703125,0.094622403383255,281.36798095703125,STANDARD,1638.47705078125,0,3,2018-09-12,0.0,13
R_A4,50,35,281.92584228515625,0.11003240197896957,281.92584228515625,STANDARD,1645.670166015625,0,3,2018-09-12,0.0,14
R_A4,50,35,281.8114013671875,0.24396732449531555,281.8114013671875,STANDARD,1643.9517822265625,0,2,2018-09-12,0.0,15
R_A4,50,35,281.6969299316406,0.2402513176202774,281.6969299316406,STANDARD,1642.2335205078125,0,1,2018-09-12,0.0,16
R_A4,49,35,281.6295471191406,0.23729613423347473,281.6295471191406,STANDARD,1642.57275390625,0,1,2018-09-12,0.0,17
R_A4,49,36,279.99853515625,0.07933501154184341,279.99853515625,STANDARD,1642.19189453125,0,28,2018-09-12,0.0,18
R_A4,49,36,280.5574645996094,0.7370993494987488,280.5574645996094,STANDARD,1648.4505615234375,0,29,2018-09-12,0.0,19
R_A4,48,36,280.30487060546875,0.8432322144508362,280.30487060546875,STANDARD,1642.6717529296875,0,29,2018-09-12,0.0,20
R_A4,48,37,280.43804931640625,0.6681565642356873,280.43804931640625,STANDARD,1648.439208984375,0,29,2018-09-12,0.0,21
R_A4,48,38,280.65447998046875,0.6685256958007812,280.65447998046875,STANDARD,1650.5660400390625,0,29,2018-09-12,0.0,22
R_A4,47,38,280.80914306640625,0.18062268197536469,280.80914306640625,STANDARD,1654.020263671875,0,29,2018-09-12,0.0,23
R_A6,42,17,276.01153564453125,1.0,276.01153564453125,STANDARD,1694.7510986328125,0,1,2018-11-07,1.7963741388501986e-12,1
R_A6,42,17,276.23748779296875,1.0,276.23748779296875,STANDARD,1696.285400390625,0,2,2018-11-07,6.723012310706419e-15,2
R_A6,42,17,276.52996826171875,1.0,276.52996826171875,STANDARD,1697.8197021484375,0,3,2018-11-07,3.786301648730714e-15,3
R_A6,42,17,276.8565979003906,1.0,276.8565979003906,STANDARD,1699.35400390625,0,4,2018-11-07,2.4658079889055976e-15,4
R_A6,42,17,277.1745300292969,1.0,277.1745300292969,STANDARD,1700.88818359375,0,5,2018-11-07,2.1485837740052582e-15,5
R_A6,42,17,277.4134216308594,1.0,277.4134216308594,STANDARD,1702.4224853515625,0,6,2018-11-07,1.2089480349967985e-13,6
R_A6,42,17,277.2820739746094,1.0,277.2820739746094,STANDARD,1703.9566650390625,0,7,2018-11-07,1.5821775855608122e-13,7
R_A6,42,17,277.4424743652344,1.0,277.4424743652344,STANDARD,1705.490966796875,0,8,2018-11-07,1.4599837994382775e-13,8
